Parameter Code;Parameter;Date;Site Name;Sample Duration;Pollutant Standard;Method;Event Type;Observation Count;Observation Percent;Measurement Unit;Average;Daily Maximum;Hour of Maximum;AQI
88502;Acceptable PM2.5 AQI & Speciation Mass;25/11/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);61625;128;3;
88502;Acceptable PM2.5 AQI & Speciation Mass;24/11/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);5258333;88;9;
88502;Acceptable PM2.5 AQI & Speciation Mass;23/11/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);675;10;19;
88502;Acceptable PM2.5 AQI & Speciation Mass;22/11/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);156875;232;7;
88502;Acceptable PM2.5 AQI & Speciation Mass;21/11/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);9945833;246;21;
88502;Acceptable PM2.5 AQI & Speciation Mass;20/11/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);6158333;96;0;
88502;Acceptable PM2.5 AQI & Speciation Mass;19/11/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);12679167;211;7;
88502;Acceptable PM2.5 AQI & Speciation Mass;18/11/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);5983333;18;18;
88502;Acceptable PM2.5 AQI & Speciation Mass;17/11/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;19;79;Micrograms/cubic meter (LC);2973684;69;22;
88502;Acceptable PM2.5 AQI & Speciation Mass;16/11/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);1833333;5;10;
88502;Acceptable PM2.5 AQI & Speciation Mass;15/11/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);591667;36;7;
88502;Acceptable PM2.5 AQI & Speciation Mass;14/11/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);10054167;217;17;
88502;Acceptable PM2.5 AQI & Speciation Mass;13/11/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);7933333;128;22;
88502;Acceptable PM2.5 AQI & Speciation Mass;12/11/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);6658333;214;9;
88502;Acceptable PM2.5 AQI & Speciation Mass;11/11/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);3041667;98;8;
88502;Acceptable PM2.5 AQI & Speciation Mass;10/11/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);219375;348;19;
88502;Acceptable PM2.5 AQI & Speciation Mass;09/11/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);9983333;223;23;
88502;Acceptable PM2.5 AQI & Speciation Mass;08/11/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);3070833;66;23;
88502;Acceptable PM2.5 AQI & Speciation Mass;07/11/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);1520833;32;23;
88502;Acceptable PM2.5 AQI & Speciation Mass;06/11/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);59;128;6;
88502;Acceptable PM2.5 AQI & Speciation Mass;05/11/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;23;96;Micrograms/cubic meter (LC);8008696;141;17;
88502;Acceptable PM2.5 AQI & Speciation Mass;04/11/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);4375;88;17;
88502;Acceptable PM2.5 AQI & Speciation Mass;03/11/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;22;92;Micrograms/cubic meter (LC);3572727;92;9;
88502;Acceptable PM2.5 AQI & Speciation Mass;02/11/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);11725;203;7;
88502;Acceptable PM2.5 AQI & Speciation Mass;01/11/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);8054167;187;0;
88502;Acceptable PM2.5 AQI & Speciation Mass;31/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);16766667;254;19;
88502;Acceptable PM2.5 AQI & Speciation Mass;30/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);18620833;357;1;
88502;Acceptable PM2.5 AQI & Speciation Mass;29/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);16891667;332;23;
88502;Acceptable PM2.5 AQI & Speciation Mass;28/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);6129167;158;9;
88502;Acceptable PM2.5 AQI & Speciation Mass;27/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);8441667;151;5;
88502;Acceptable PM2.5 AQI & Speciation Mass;26/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;23;96;Micrograms/cubic meter (LC);9717391;139;21;
88502;Acceptable PM2.5 AQI & Speciation Mass;25/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);71375;173;20;
88502;Acceptable PM2.5 AQI & Speciation Mass;24/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);3220833;51;7;
88502;Acceptable PM2.5 AQI & Speciation Mass;23/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);3204167;74;0;
88502;Acceptable PM2.5 AQI & Speciation Mass;22/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);6175;85;6;
88502;Acceptable PM2.5 AQI & Speciation Mass;21/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);7145833;172;20;
88502;Acceptable PM2.5 AQI & Speciation Mass;20/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);3345833;71;7;
88502;Acceptable PM2.5 AQI & Speciation Mass;18/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);3879167;106;3;
88502;Acceptable PM2.5 AQI & Speciation Mass;17/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);5429167;91;17;
88502;Acceptable PM2.5 AQI & Speciation Mass;16/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);4775;69;18;
88502;Acceptable PM2.5 AQI & Speciation Mass;15/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);3108333;79;5;
88502;Acceptable PM2.5 AQI & Speciation Mass;19/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);4154167;11;7;
88502;Acceptable PM2.5 AQI & Speciation Mass;14/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);1408333;46;18;
88502;Acceptable PM2.5 AQI & Speciation Mass;13/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;19;79;Micrograms/cubic meter (LC);1036842;45;17;
88502;Acceptable PM2.5 AQI & Speciation Mass;12/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;21;88;Micrograms/cubic meter (LC);3790476;153;18;
88502;Acceptable PM2.5 AQI & Speciation Mass;11/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;20;83;Micrograms/cubic meter (LC);298;81;18;
88502;Acceptable PM2.5 AQI & Speciation Mass;10/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);15254167;442;14;
88502;Acceptable PM2.5 AQI & Speciation Mass;09/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);116875;20;23;
88502;Acceptable PM2.5 AQI & Speciation Mass;08/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);6383333;18;8;
88502;Acceptable PM2.5 AQI & Speciation Mass;07/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);2333333;82;23;
88502;Acceptable PM2.5 AQI & Speciation Mass;06/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);3983333;91;14;
88502;Acceptable PM2.5 AQI & Speciation Mass;05/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);26;9;22;
88502;Acceptable PM2.5 AQI & Speciation Mass;04/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);1875;87;9;
88502;Acceptable PM2.5 AQI & Speciation Mass;03/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);16770833;22;10;
88502;Acceptable PM2.5 AQI & Speciation Mass;02/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);8175;176;23;
88502;Acceptable PM2.5 AQI & Speciation Mass;01/10/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);5833333;112;6;
88502;Acceptable PM2.5 AQI & Speciation Mass;30/09/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;23;96;Micrograms/cubic meter (LC);143913;66;3;
88502;Acceptable PM2.5 AQI & Speciation Mass;29/09/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);10629167;211;16;
88502;Acceptable PM2.5 AQI & Speciation Mass;28/09/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);775;145;16;
88502;Acceptable PM2.5 AQI & Speciation Mass;27/09/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);7341667;22;5;
88502;Acceptable PM2.5 AQI & Speciation Mass;26/09/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);3733333;61;7;
88502;Acceptable PM2.5 AQI & Speciation Mass;25/09/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);10783333;186;13;
88502;Acceptable PM2.5 AQI & Speciation Mass;24/09/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);15370833;251;17;
88502;Acceptable PM2.5 AQI & Speciation Mass;23/09/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);3883333;113;22;
88502;Acceptable PM2.5 AQI & Speciation Mass;22/09/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;21;88;Micrograms/cubic meter (LC);1309524;9;10;
88502;Acceptable PM2.5 AQI & Speciation Mass;21/09/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);495;113;11;
88502;Acceptable PM2.5 AQI & Speciation Mass;20/09/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);6025;156;5;
88502;Acceptable PM2.5 AQI & Speciation Mass;19/09/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);5145833;104;0;
88502;Acceptable PM2.5 AQI & Speciation Mass;18/09/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);40625;131;18;
88502;Acceptable PM2.5 AQI & Speciation Mass;17/09/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);-945833;12;16;
88502;Acceptable PM2.5 AQI & Speciation Mass;16/09/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);2625;9;12;
88502;Acceptable PM2.5 AQI & Speciation Mass;15/09/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);9575;194;9;
88502;Acceptable PM2.5 AQI & Speciation Mass;14/09/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);6945833;86;10;
88502;Acceptable PM2.5 AQI & Speciation Mass;13/09/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);9270833;221;7;
88502;Acceptable PM2.5 AQI & Speciation Mass;12/09/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);5970833;107;19;
88502;Acceptable PM2.5 AQI & Speciation Mass;11/09/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);57;129;19;
88502;Acceptable PM2.5 AQI & Speciation Mass;10/09/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;22;92;Micrograms/cubic meter (LC);2936364;83;7;
88502;Acceptable PM2.5 AQI & Speciation Mass;09/09/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);194125;412;12;
88502;Acceptable PM2.5 AQI & Speciation Mass;08/09/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);10345833;191;6;
88502;Acceptable PM2.5 AQI & Speciation Mass;07/09/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);7725;168;19;
88502;Acceptable PM2.5 AQI & Speciation Mass;06/09/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);3775;77;2;
88502;Acceptable PM2.5 AQI & Speciation Mass;04/09/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);5691667;113;11;
88502;Acceptable PM2.5 AQI & Speciation Mass;05/09/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);5179167;9;21;
88502;Acceptable PM2.5 AQI & Speciation Mass;01/06/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;22;92;Micrograms/cubic meter (LC);26540909;358;17;
88502;Acceptable PM2.5 AQI & Speciation Mass;31/05/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);16654167;277;1;
88502;Acceptable PM2.5 AQI & Speciation Mass;30/05/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);21170833;32;8;
88502;Acceptable PM2.5 AQI & Speciation Mass;29/05/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);15783333;267;20;
88502;Acceptable PM2.5 AQI & Speciation Mass;28/05/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);71125;117;23;
88502;Acceptable PM2.5 AQI & Speciation Mass;27/05/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);4125;109;17;
88502;Acceptable PM2.5 AQI & Speciation Mass;26/05/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);9941667;139;5;
88502;Acceptable PM2.5 AQI & Speciation Mass;25/05/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);8920833;14;22;
88502;Acceptable PM2.5 AQI & Speciation Mass;24/05/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);14454167;299;10;
88502;Acceptable PM2.5 AQI & Speciation Mass;23/05/1999;DUDLEY SQUARE ROXBURY;1 HOUR;;PM2.5 SSI w/No Correction Factor - TEOM Gravimetric 50 deg C;None;24;100;Micrograms/cubic meter (LC);3904167;69;1;
